texts,sentiment
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales",negative
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers",positive
"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn",negative
territory,positive
This combined with foreign investments creates interesting opportunities for Solteq,positive
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009,neutral
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn",positive
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June",negative
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn,neutral
"In the Baltic countries , sales fell by 42.6 %",negative
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production",positive
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily",negative
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009",neutral
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008",negative
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station",neutral
The Finnish company Stockmann has signed the contract with the company Technopolis,neutral
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service,positive
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement",positive
The total number of filling stations has been on the decrease recently,negative
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn",negative
The Group 's cash flow from operations will be,positive
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn",positive
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860",neutral
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order",positive
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries,neutral
Its market share widened to 48.51 percent from 48.31 percent a year earlier,positive
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012,neutral
The company will use the assets for strengthening its balance sheet and financial position,positive
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences@,neutral
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006",positive
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23,negative
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population,positive
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation",negative
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff,negative
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier,negative
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon",positive
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier,negative
The transaction value is CAD 15 million approximately EUR 10 million,neutral
It is a disappointment to see the plan folded,negative
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses",neutral
"The highest growth would be in China , while weakening demand would continue in North America , UPM said",neutral
"Body The credit falls due February 24 , 2014",neutral
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year",positive
EUR 15.5 mn in the first half of 2008,positive
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods",positive
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010,positive
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago",positive
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement,positive
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants",positive
The company then said it will focus its resources on clinical research,neutral
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations,neutral
The court found TelecomInvest 's arguments convincing,positive
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a",negative
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09,positive
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier",negative
"In addition , the company will reduce a maximum of ten jobs",negative
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries",negative
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US,positive
Sales of security and system packaging increased slightly,positive
